"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"15/12/2023","18,700.0","19,000.0","19,100.0","18,650.0","12.09M","-1.58%"
"14/12/2023","19,000.0","19,200.0","19,300.0","18,950.0","9.43M","-1.04%"
"13/12/2023","19,200.0","19,350.0","19,400.0","19,100.0","9.96M","-1.29%"
"12/12/2023","19,450.0","19,400.0","19,450.0","19,200.0","6.82M","0.26%"
"11/12/2023","19,400.0","19,500.0","19,600.0","19,200.0","7.68M","-1.02%"
"08/12/2023","19,600.0","19,650.0","19,700.0","19,300.0","8.34M","-0.25%"
"07/12/2023","19,650.0","19,400.0","19,650.0","19,150.0","17.16M","1.29%"
"06/12/2023","19,400.0","19,250.0","19,450.0","19,150.0","9.47M","1.31%"
"05/12/2023","19,150.0","19,500.0","19,550.0","19,150.0","11.51M","-1.79%"
"04/12/2023","19,500.0","19,300.0","19,600.0","19,250.0","10.85M","1.04%"
"01/12/2023","19,300.0","19,200.0","19,350.0","19,050.0","4.87M","1.05%"
"30/11/2023","19,100.0","19,200.0","19,450.0","19,100.0","6.75M","-0.78%"
"29/11/2023","19,250.0","19,400.0","19,400.0","19,250.0","5.48M","-0.52%"
"28/11/2023","19,350.0","19,200.0","19,450.0","19,050.0","5.75M","0.78%"
"27/11/2023","19,200.0","19,250.0","19,450.0","19,150.0","8.01M","0.00%"
"24/11/2023","19,200.0","19,150.0","19,400.0","19,000.0","10.85M","0.26%"
"23/11/2023","19,150.0","19,700.0","19,750.0","19,150.0","10.60M","-2.54%"
"22/11/2023","19,650.0","19,650.0","19,750.0","19,400.0","7.32M","0.00%"
"21/11/2023","19,650.0","19,600.0","19,900.0","19,500.0","8.68M","0.77%"
"20/11/2023","19,500.0","18,900.0","19,900.0","18,850.0","11.87M","1.04%"
"17/11/2023","19,300.0","20,000.0","20,000.0","19,000.0","15.20M","-3.02%"
"16/11/2023","19,900.0","19,750.0","20,000.0","19,750.0","9.90M","-0.25%"
"15/11/2023","19,950.0","19,900.0","20,150.0","19,800.0","17.93M","1.79%"
"14/11/2023","19,600.0","19,400.0","20,000.0","19,300.0","12.70M","2.08%"
"13/11/2023","19,200.0","19,550.0","19,700.0","19,050.0","10.47M","-1.79%"
"10/11/2023","19,550.0","19,900.0","19,900.0","19,550.0","12.16M","-2.25%"
"09/11/2023","20,000.0","20,500.0","20,550.0","20,000.0","13.60M","-6.32%"
"08/11/2023","21,350.0","20,800.0","21,350.0","20,600.0","13.58M","3.14%"
"07/11/2023","20,700.0","20,900.0","21,100.0","20,700.0","6.34M","-0.48%"
"06/11/2023","20,800.0","20,200.0","20,850.0","20,200.0","9.58M","5.05%"
"03/11/2023","19,800.0","20,450.0","20,500.0","19,800.0","13.53M","-2.46%"
"02/11/2023","20,300.0","19,950.0","20,400.0","19,850.0","6.16M","2.53%"
"01/11/2023","19,800.0","20,000.0","20,100.0","19,800.0","4.81M","-1.00%"
"31/10/2023","20,000.0","19,800.0","20,050.0","19,550.0","6.94M","0.50%"
"30/10/2023","19,900.0","20,000.0","20,150.0","19,800.0","4.92M","-1.49%"
"27/10/2023","20,200.0","20,200.0","20,500.0","19,900.0","5.69M","0.00%"
"26/10/2023","20,200.0","20,700.0","20,850.0","19,550.0","17.36M","-3.81%"
"25/10/2023","21,000.0","21,050.0","21,250.0","20,900.0","5.16M","-0.24%"
"24/10/2023","21,050.0","20,850.0","21,400.0","20,850.0","5.47M","0.00%"
"23/10/2023","21,050.0","21,600.0","21,700.0","20,700.0","13.60M","-2.55%"
"20/10/2023","21,600.0","21,600.0","22,100.0","21,450.0","10.81M","0.70%"
"19/10/2023","21,450.0","22,200.0","22,400.0","21,450.0","11.47M","-4.67%"
"18/10/2023","22,500.0","22,500.0","23,150.0","21,750.0","39.74M","-0.88%"
"17/10/2023","22,700.0","22,450.0","22,700.0","22,200.0","25.97M","0.89%"
"16/10/2023","22,500.0","21,700.0","22,500.0","21,700.0","26.10M","2.51%"
"13/10/2023","21,950.0","21,650.0","22,000.0","21,400.0","13.71M","0.46%"
"12/10/2023","21,850.0","21,900.0","21,900.0","21,600.0","10.40M","0.23%"
"11/10/2023","21,800.0","21,600.0","21,800.0","21,400.0","8.93M","0.93%"
"10/10/2023","21,600.0","21,350.0","21,600.0","21,300.0","11.69M","0.93%"
"09/10/2023","21,400.0","21,000.0","21,400.0","20,750.0","13.60M","2.15%"
"06/10/2023","20,950.0","20,950.0","21,050.0","20,700.0","8.35M","0.72%"
"05/10/2023","20,800.0","20,900.0","21,100.0","20,800.0","5.68M","-0.95%"
"04/10/2023","21,000.0","20,500.0","21,250.0","20,500.0","6.98M","0.00%"
"03/10/2023","21,000.0","21,500.0","21,600.0","20,700.0","12.86M","-3.67%"
"02/10/2023","21,800.0","21,600.0","21,800.0","21,400.0","11.27M","0.46%"
"29/09/2023","21,700.0","21,300.0","21,700.0","21,100.0","8.45M","2.36%"
"28/09/2023","21,200.0","20,750.0","21,400.0","20,550.0","13.13M","0.95%"
"27/09/2023","21,000.0","20,500.0","21,000.0","20,300.0","12.68M","2.69%"
"26/09/2023","20,450.0","20,600.0","20,700.0","20,250.0","18.95M","0.25%"
"25/09/2023","20,400.0","21,200.0","21,300.0","20,400.0","14.43M","-4.00%"
"22/09/2023","21,250.0","21,200.0","21,350.0","20,850.0","19.60M","-1.85%"
"21/09/2023","21,650.0","21,700.0","21,900.0","21,650.0","10.97M","-1.14%"
"20/09/2023","21,900.0","21,800.0","22,050.0","21,550.0","14.20M","0.00%"
"19/09/2023","21,900.0","22,050.0","22,150.0","21,600.0","13.55M","-1.13%"
"18/09/2023","22,150.0","22,500.0","22,500.0","21,900.0","17.64M","-1.77%"
"15/09/2023","22,550.0","22,450.0","22,650.0","22,200.0","24.18M","0.67%"
"14/09/2023","22,400.0","22,400.0","22,600.0","22,000.0","23.07M","-0.22%"
"13/09/2023","22,450.0","22,300.0","22,550.0","22,050.0","30.58M","0.67%"
"12/09/2023","22,300.0","21,900.0","22,300.0","21,700.0","19.79M","1.83%"
"11/09/2023","21,900.0","22,100.0","22,300.0","21,500.0","38.04M","0.46%"
"08/09/2023","21,800.0","21,750.0","21,900.0","21,700.0","16.77M","0.23%"
"07/09/2023","21,750.0","21,900.0","22,100.0","21,700.0","20.57M","-0.23%"
"06/09/2023","21,800.0","21,250.0","21,800.0","20,900.0","23.27M","3.81%"
"05/09/2023","21,000.0","21,200.0","21,300.0","20,950.0","14.50M","0.24%"
"31/08/2023","20,950.0","20,800.0","21,050.0","20,700.0","14.34M","0.72%"
"30/08/2023","20,800.0","20,900.0","20,900.0","20,600.0","9.35M","-0.24%"
"29/08/2023","20,850.0","20,350.0","20,900.0","20,250.0","16.21M","2.71%"
"28/08/2023","20,300.0","20,200.0","20,400.0","20,100.0","11.61M","0.50%"
"25/08/2023","20,200.0","20,450.0","20,550.0","20,000.0","16.07M","-1.46%"
"24/08/2023","20,500.0","20,250.0","20,500.0","20,150.0","9.97M","1.23%"
"23/08/2023","20,250.0","20,750.0","20,850.0","20,250.0","14.42M","-1.70%"
"22/08/2023","20,600.0","20,750.0","20,850.0","20,050.0","21.18M","-0.96%"
"21/08/2023","20,800.0","20,600.0","21,000.0","20,400.0","12.66M","0.97%"
"18/08/2023","20,600.0","22,000.0","22,050.0","20,600.0","29.81M","-7.00%"
"17/08/2023","22,150.0","22,500.0","22,650.0","22,150.0","15.64M","-1.12%"
"16/08/2023","22,400.0","21,900.0","22,600.0","21,650.0","39.59M","1.82%"
"15/08/2023","22,000.0","21,950.0","22,000.0","21,650.0","18.41M","0.23%"
"14/08/2023","21,950.0","21,900.0","22,000.0","21,800.0","11.67M","-0.23%"
"11/08/2023","22,000.0","21,950.0","22,000.0","21,550.0","12.40M","0.23%"
"10/08/2023","21,950.0","22,050.0","22,050.0","21,550.0","19.84M","-0.45%"
"09/08/2023","22,050.0","22,100.0","22,200.0","21,700.0","21.34M","-0.68%"
"08/08/2023","22,200.0","22,650.0","22,650.0","22,200.0","13.85M","-1.99%"
"07/08/2023","22,650.0","22,450.0","23,000.0","22,300.0","20.24M","2.03%"
"04/08/2023","22,200.0","21,800.0","22,200.0","21,600.0","15.49M","2.30%"
"03/08/2023","21,700.0","21,950.0","22,000.0","21,600.0","15.90M","-1.36%"
"02/08/2023","22,000.0","21,950.0","22,250.0","21,700.0","17.05M","0.23%"
"01/08/2023","21,950.0","22,150.0","22,200.0","21,650.0","25.77M","-0.90%"
"31/07/2023","22,150.0","22,150.0","22,250.0","21,900.0","19.66M","0.23%"
"28/07/2023","22,100.0","21,750.0","22,100.0","21,600.0","18.13M","1.61%"
"27/07/2023","21,750.0","21,800.0","21,850.0","21,500.0","17.81M","-0.46%"
"26/07/2023","21,850.0","21,800.0","21,900.0","21,550.0","17.44M","0.00%"
"25/07/2023","21,850.0","21,900.0","22,350.0","21,800.0","26.11M","0.00%"
"24/07/2023","21,850.0","21,500.0","21,900.0","21,300.0","24.11M","2.10%"
"21/07/2023","21,400.0","20,950.0","21,450.0","20,800.0","28.60M","1.90%"
"20/07/2023","21,000.0","20,600.0","21,000.0","20,500.0","19.55M","1.69%"
"19/07/2023","20,650.0","21,000.0","21,000.0","20,650.0","22.97M","-1.43%"
"18/07/2023","20,950.0","20,450.0","21,100.0","20,300.0","37.32M","2.44%"
"17/07/2023","20,450.0","20,100.0","20,500.0","20,050.0","34.23M","2.76%"
"14/07/2023","19,900.0","20,050.0","20,100.0","19,600.0","17.48M","-0.25%"
"13/07/2023","19,950.0","19,900.0","19,950.0","19,650.0","16.40M","1.53%"
"12/07/2023","19,650.0","20,000.0","20,000.0","19,650.0","13.72M","-1.26%"
"11/07/2023","19,900.0","20,300.0","20,300.0","19,800.0","19.61M","-0.75%"
"10/07/2023","20,050.0","19,950.0","20,150.0","19,800.0","15.28M","1.01%"
"07/07/2023","19,850.0","19,600.0","19,850.0","19,500.0","8.35M","1.53%"
"06/07/2023","19,550.0","19,950.0","20,100.0","19,550.0","16.27M","-2.01%"
"05/07/2023","19,950.0","19,900.0","20,300.0","19,900.0","20.49M","0.50%"
"04/07/2023","19,850.0","19,850.0","19,950.0","19,750.0","7.34M","0.00%"
"03/07/2023","19,850.0","19,850.0","20,000.0","19,750.0","9.81M","0.00%"
"30/06/2023","19,850.0","19,900.0","20,000.0","19,750.0","12.38M","-0.25%"
"29/06/2023","19,900.0","20,300.0","20,450.0","19,900.0","18.45M","-1.73%"
"28/06/2023","20,250.0","20,200.0","20,350.0","20,050.0","16.75M","0.75%"
"27/06/2023","20,100.0","20,450.0","20,450.0","20,100.0","14.43M","-0.74%"
"26/06/2023","20,250.0","20,500.0","20,500.0","19,950.0","16.58M","0.25%"
"23/06/2023","20,200.0","19,700.0","20,400.0","19,650.0","42.32M","3.06%"
"22/06/2023","19,600.0","19,750.0","19,850.0","19,600.0","12.41M","-0.25%"
"21/06/2023","19,650.0","19,500.0","19,650.0","19,400.0","8.11M","0.77%"
"20/06/2023","19,500.0","19,450.0","19,550.0","19,250.0","14.47M","0.26%"
"19/06/2023","19,450.0","19,550.0","19,650.0","19,250.0","12.07M","-0.51%"
"16/06/2023","19,550.0","19,850.0","20,100.0","19,500.0","33.73M","-0.76%"
"15/06/2023","19,700.0","19,750.0","19,850.0","19,550.0","9.43M","-0.25%"
"14/06/2023","19,750.0","19,600.0","20,100.0","19,550.0","25.39M","1.28%"
"13/06/2023","19,500.0","19,700.0","19,750.0","19,400.0","9.67M","-0.51%"
"12/06/2023","19,600.0","19,700.0","19,700.0","19,350.0","8.51M","0.51%"
"09/06/2023","19,500.0","19,600.0","19,600.0","19,300.0","9.60M","0.00%"
"08/06/2023","19,500.0","19,900.0","20,050.0","19,500.0","16.60M","-2.01%"
"07/06/2023","19,900.0","20,000.0","20,100.0","19,750.0","16.19M","0.25%"
"06/06/2023","19,850.0","19,750.0","20,000.0","19,700.0","14.95M","0.51%"
"05/06/2023","19,750.0","20,100.0","20,150.0","19,750.0","13.42M","-0.50%"
"02/06/2023","19,850.0","19,600.0","20,200.0","19,550.0","24.54M","2.32%"
"01/06/2023","19,400.0","19,300.0","19,400.0","19,200.0","9.75M","0.52%"
"31/05/2023","19,300.0","19,550.0","19,550.0","19,250.0","7.91M","-0.77%"
"30/05/2023","19,450.0","19,500.0","19,500.0","19,350.0","8.98M","0.52%"
"29/05/2023","19,350.0","19,200.0","19,450.0","19,200.0","7.04M","1.04%"
"26/05/2023","19,150.0","19,300.0","19,300.0","19,100.0","6.99M","-0.26%"
"25/05/2023","19,200.0","19,350.0","19,450.0","19,200.0","7.30M","-1.03%"
"24/05/2023","19,400.0","19,650.0","19,700.0","19,400.0","8.34M","-0.77%"
"23/05/2023","19,550.0","19,750.0","19,800.0","19,500.0","7.24M","-0.76%"
"22/05/2023","19,700.0","19,300.0","19,700.0","19,300.0","12.02M","2.07%"
"19/05/2023","19,300.0","19,300.0","19,400.0","19,200.0","6.59M","0.26%"
"18/05/2023","19,250.0","19,300.0","19,500.0","19,200.0","7.58M","0.26%"
"17/05/2023","19,200.0","19,600.0","19,650.0","19,200.0","12.68M","-2.04%"
"16/05/2023","19,600.0","19,900.0","19,900.0","19,600.0","7.49M","-1.01%"
"15/05/2023","19,800.0","19,800.0","20,200.0","19,750.0","13.10M","0.25%"
"12/05/2023","19,750.0","19,800.0","19,850.0","19,550.0","7.52M","-0.25%"
"11/05/2023","19,800.0","19,600.0","19,850.0","19,600.0","6.67M","1.28%"
"10/05/2023","19,550.0","19,500.0","19,600.0","19,450.0","8.93M","0.51%"
"09/05/2023","19,450.0","19,550.0","19,600.0","19,400.0","4.73M","0.00%"
"08/05/2023","19,450.0","19,450.0","19,650.0","19,400.0","5.49M","0.00%"
"05/05/2023","19,450.0","19,600.0","19,900.0","19,450.0","5.92M","-0.51%"
"04/05/2023","19,550.0","19,550.0","19,800.0","19,500.0","7.48M","-1.76%"
"28/04/2023","19,900.0","19,550.0","19,900.0","19,500.0","8.57M","2.58%"
"27/04/2023","19,400.0","19,350.0","19,700.0","19,350.0","5.20M","0.26%"
"26/04/2023","19,350.0","19,300.0","19,400.0","19,100.0","7.85M","0.26%"
"25/04/2023","19,300.0","19,700.0","19,750.0","19,250.0","7.17M","-1.03%"
"24/04/2023","19,500.0","19,450.0","20,050.0","19,350.0","7.09M","0.26%"
"21/04/2023","19,450.0","19,350.0","19,600.0","19,350.0","8.12M","0.52%"
"20/04/2023","19,350.0","19,650.0","19,800.0","19,250.0","12.24M","-1.78%"
"19/04/2023","19,700.0","20,450.0","20,550.0","19,700.0","18.42M","-2.72%"
"18/04/2023","20,250.0","20,450.0","20,550.0","20,100.0","10.61M","-0.98%"
"17/04/2023","20,450.0","20,450.0","20,600.0","20,300.0","5.20M","-0.24%"
"14/04/2023","20,500.0","20,600.0","20,700.0","20,350.0","8.54M","-0.49%"
"13/04/2023","20,600.0","20,650.0","20,650.0","20,200.0","19.92M","-0.24%"
"12/04/2023","20,650.0","21,000.0","21,050.0","20,650.0","8.67M","-1.67%"
"11/04/2023","21,000.0","20,900.0","21,100.0","20,700.0","9.49M","0.48%"
"10/04/2023","20,900.0","20,900.0","21,350.0","20,700.0","16.77M","0.00%"
"07/04/2023","20,900.0","20,900.0","21,050.0","20,650.0","7.67M","0.00%"
"06/04/2023","20,900.0","21,200.0","21,500.0","20,900.0","12.25M","-1.42%"
"05/04/2023","21,200.0","21,300.0","21,450.0","21,150.0","11.99M","-0.93%"
"04/04/2023","21,400.0","21,200.0","21,450.0","21,000.0","16.36M","0.94%"
"03/04/2023","21,200.0","21,150.0","21,250.0","20,900.0","13.55M","0.71%"
"31/03/2023","21,050.0","20,800.0","21,300.0","20,800.0","23.14M","0.72%"
"30/03/2023","20,900.0","21,000.0","21,050.0","20,700.0","15.53M","0.00%"
"29/03/2023","20,900.0","20,900.0","20,900.0","20,600.0","16.60M","-0.48%"
"28/03/2023","21,000.0","21,400.0","21,600.0","20,550.0","37.17M","-1.18%"
"27/03/2023","21,250.0","21,150.0","21,550.0","21,000.0","29.33M","0.47%"
"24/03/2023","21,150.0","21,050.0","21,200.0","20,850.0","19.66M","0.48%"
"23/03/2023","21,050.0","21,000.0","21,150.0","20,800.0","22.82M","0.24%"
"22/03/2023","21,000.0","20,500.0","21,200.0","20,450.0","42.03M","3.19%"
"21/03/2023","20,350.0","19,700.0","20,350.0","19,500.0","29.19M","3.30%"
"20/03/2023","19,700.0","19,550.0","19,700.0","19,300.0","18.94M","0.00%"
"17/03/2023","19,700.0","19,600.0","19,750.0","19,350.0","15.55M","1.29%"
"16/03/2023","19,450.0","19,500.0","19,650.0","19,150.0","15.49M","-1.77%"
"15/03/2023","19,800.0","19,800.0","19,850.0","19,550.0","22.32M","2.06%"
"14/03/2023","19,400.0","19,600.0","19,600.0","19,100.0","22.99M","0.00%"
"13/03/2023","19,400.0","18,800.0","19,400.0","18,600.0","41.36M","6.01%"
"10/03/2023","18,300.0","17,900.0","18,300.0","17,900.0","14.75M","0.55%"
"09/03/2023","18,200.0","18,150.0","18,300.0","18,000.0","15.26M","0.28%"
"08/03/2023","18,150.0","17,200.0","18,150.0","17,200.0","27.19M","4.31%"
"07/03/2023","17,400.0","17,400.0","17,700.0","17,300.0","13.13M","1.75%"
"06/03/2023","17,100.0","17,300.0","17,500.0","17,050.0","13.13M","0.59%"
"03/03/2023","17,000.0","17,450.0","17,500.0","16,900.0","8.98M","-1.73%"
"02/03/2023","17,300.0","17,450.0","17,550.0","17,250.0","4.29M","-0.86%"
"01/03/2023","17,450.0","16,850.0","17,500.0","16,700.0","9.65M","2.35%"
"28/02/2023","17,050.0","17,150.0","17,250.0","16,900.0","8.63M","0.29%"
"27/02/2023","17,000.0","17,000.0","17,150.0","16,550.0","10.31M","-0.87%"
"24/02/2023","17,150.0","17,550.0","17,650.0","17,150.0","10.42M","-2.28%"
"23/02/2023","17,550.0","17,450.0","17,550.0","17,100.0","12.98M","0.57%"
"22/02/2023","17,450.0","17,600.0","18,000.0","17,450.0","17.00M","-1.97%"
"21/02/2023","17,800.0","18,400.0","18,400.0","17,800.0","18.38M","-2.73%"
"20/02/2023","18,300.0","17,100.0","18,300.0","17,100.0","20.55M","5.78%"
"17/02/2023","17,300.0","17,300.0","17,500.0","17,200.0","10.77M","-1.14%"
"16/02/2023","17,500.0","17,400.0","17,600.0","17,100.0","14.45M","1.74%"
"15/02/2023","17,200.0","16,700.0","17,200.0","16,700.0","12.67M","2.99%"
"14/02/2023","16,700.0","17,000.0","17,200.0","16,700.0","16.87M","-1.76%"
"13/02/2023","17,000.0","17,600.0","17,650.0","16,600.0","25.78M","-2.86%"
"10/02/2023","17,500.0","18,000.0","18,300.0","17,500.0","13.10M","-2.78%"
"09/02/2023","18,000.0","17,950.0","18,550.0","17,900.0","15.16M","0.28%"
"08/02/2023","17,950.0","18,100.0","18,250.0","17,850.0","11.58M","0.00%"
"07/02/2023","17,950.0","18,550.0","18,650.0","17,950.0","15.66M","-2.97%"
"06/02/2023","18,500.0","18,150.0","18,550.0","17,950.0","16.96M","1.37%"
"03/02/2023","18,250.0","18,500.0","18,550.0","18,050.0","20.04M","-0.82%"
"02/02/2023","18,400.0","18,600.0","18,700.0","18,150.0","25.93M","0.55%"
"01/02/2023","18,300.0","19,550.0","19,600.0","18,100.0","32.20M","-5.91%"
"31/01/2023","19,450.0","19,150.0","19,500.0","19,050.0","25.10M","1.04%"
"30/01/2023","19,250.0","19,700.0","19,750.0","19,250.0","23.82M","-2.28%"
"27/01/2023","19,700.0","19,650.0","20,250.0","19,400.0","24.44M","1.03%"
"19/01/2023","19,500.0","19,550.0","19,700.0","19,400.0","18.35M","-0.76%"
"18/01/2023","19,650.0","19,600.0","19,800.0","19,400.0","19.68M","0.26%"
"17/01/2023","19,600.0","19,500.0","19,600.0","19,350.0","32.91M","1.03%"
"16/01/2023","19,400.0","19,600.0","19,600.0","19,200.0","17.94M","0.00%"
"13/01/2023","19,400.0","18,850.0","19,500.0","18,550.0","25.70M","3.74%"
"12/01/2023","18,700.0","18,600.0","18,750.0","18,400.0","15.25M","1.36%"
"11/01/2023","18,450.0","19,000.0","19,000.0","18,450.0","17.43M","-1.34%"
"10/01/2023","18,700.0","18,850.0","19,000.0","18,550.0","13.49M","-0.80%"
"09/01/2023","18,850.0","19,200.0","19,300.0","18,800.0","18.73M","-0.53%"
"06/01/2023","18,950.0","18,850.0","19,650.0","18,800.0","31.41M","0.00%"
"05/01/2023","18,950.0","19,000.0","19,050.0","18,550.0","15.39M","0.26%"
"04/01/2023","18,900.0","18,500.0","19,300.0","18,500.0","42.54M","2.16%"
"03/01/2023","18,500.0","18,000.0","18,500.0","17,800.0","20.27M","3.35%"
"30/12/2022","17,900.0","17,900.0","18,100.0","17,600.0","10.04M","0.56%"
"29/12/2022","17,800.0","18,100.0","18,500.0","17,800.0","20.20M","-1.93%"
"28/12/2022","18,150.0","17,900.0","18,500.0","17,500.0","17.48M","1.40%"
"27/12/2022","17,900.0","17,300.0","17,900.0","17,150.0","14.92M","4.07%"
"26/12/2022","17,200.0","18,350.0","18,500.0","17,200.0","26.49M","-6.27%"
