"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"11/01/2021","13,037.2","13,333.5","13,333.5","12,981.6","11.96M","-0.98%"
"08/01/2021","13,166.8","13,092.7","13,333.5","12,944.6","12.31M","1.86%"
"07/01/2021","12,926.1","12,796.4","12,944.6","12,629.8","12.67M","1.45%"
"06/01/2021","12,740.9","12,963.1","12,963.1","12,666.8","16.63M","0.15%"
"05/01/2021","12,722.4","12,592.7","12,833.5","12,555.7","15.28M","0.44%"
"04/01/2021","12,666.8","12,185.3","12,666.8","12,055.7","22.64M","5.23%"
"31/12/2020","12,037.2","11,777.9","12,166.8","11,777.9","19.69M","2.20%"
"30/12/2020","11,777.9","11,796.4","12,000.1","11,777.9","15.27M","0.32%"
"29/12/2020","11,740.9","11,944.6","12,000.1","11,703.8","16.16M","-1.86%"
"28/12/2020","11,963.1","12,222.4","12,222.4","11,852.0","12.25M","-0.62%"
"25/12/2020","12,037.2","11,481.6","12,037.2","11,444.6","16.49M","3.17%"
"24/12/2020","11,666.8","11,852.0","12,018.7","11,111.2","18.47M","-1.56%"
"23/12/2020","11,852.0","12,222.4","12,222.4","11,481.6","13.86M","-3.03%"
"22/12/2020","12,222.4","12,222.4","12,407.5","11,926.1","15.82M","0.00%"
"21/12/2020","12,222.4","11,889.0","12,407.5","11,889.0","15.82M","4.27%"
"18/12/2020","11,722.4","11,185.3","11,722.4","11,111.2","26.19M","6.93%"
"17/12/2020","10,963.1","10,814.9","11,203.8","10,759.4","26.34M","1.02%"
"16/12/2020","10,852.0","10,500.1","10,889.0","10,370.5","19.91M","4.27%"
"15/12/2020","10,407.5","10,703.8","10,722.3","10,389.0","16.37M","-2.09%"
"14/12/2020","10,629.8","10,629.8","10,722.3","10,518.6","15.26M","1.41%"
"11/12/2020","10,481.6","10,426.0","10,481.6","10,296.4","11.94M","1.07%"
"10/12/2020","10,370.5","10,555.7","10,574.2","10,370.5","16.44M","-1.58%"
"09/12/2020","10,537.2","10,611.2","10,666.8","10,500.1","14.39M","0.35%"
"08/12/2020","10,500.1","10,555.7","10,574.2","10,407.5","12.78M","0.89%"
"07/12/2020","10,407.5","10,444.6","10,500.1","10,333.5","12.00M","1.08%"
"04/12/2020","10,296.4","10,444.6","10,574.2","10,296.4","20.72M","-1.77%"
"03/12/2020","10,481.6","10,259.4","10,537.2","10,185.3","22.80M","2.17%"
"02/12/2020","10,259.4","10,296.4","10,370.5","10,148.3","20.38M","-0.72%"
"01/12/2020","10,333.5","9,777.9","10,370.5","9,759.4","29.57M","4.11%"
"30/11/2020","9,926.0","10,074.2","10,111.2","9,926.0","24.54M","-0.74%"
"27/11/2020","10,000.1","10,055.7","10,092.7","9,889.0","16.85M","-0.74%"
"26/11/2020","10,074.2","9,889.0","10,074.2","9,796.4","20.86M","1.87%"
"25/11/2020","9,889.0","9,629.7","9,889.0","9,518.6","33.25M","4.09%"
"24/11/2020","9,500.1","9,444.6","9,629.7","9,352.0","23.61M","0.59%"
"23/11/2020","9,444.6","9,444.6","9,463.1","8,796.4","18.35M","0.00%"
"20/11/2020","9,444.6","9,426.0","9,444.6","9,314.9","14.13M","0.00%"
"19/11/2020","9,444.6","9,277.9","9,481.6","9,222.3","32.02M","2.41%"
"18/11/2020","9,222.3","9,240.8","9,333.4","9,203.8","20.70M","-0.40%"
"17/11/2020","9,259.4","8,944.5","9,259.4","8,889.0","21.00M","3.52%"
"16/11/2020","8,944.5","9,111.2","9,222.3","8,889.0","24.67M","-1.43%"
"13/11/2020","9,074.2","8,870.5","9,074.2","8,833.4","19.43M","2.73%"
"12/11/2020","8,833.4","8,796.4","8,833.4","8,759.4","7.82M","0.42%"
"11/11/2020","8,796.4","8,796.4","8,833.4","8,685.3","14.46M","0.00%"
"10/11/2020","8,796.4","8,944.5","8,963.1","8,796.4","13.51M","-0.42%"
"09/11/2020","8,833.4","8,777.9","8,833.4","8,740.8","11.17M","1.49%"
"06/11/2020","8,703.8","8,777.9","8,814.9","8,629.7","9.45M","-0.84%"
"05/11/2020","8,777.9","8,963.1","8,981.6","8,740.8","11.23M","-2.07%"
"04/11/2020","8,963.1","8,889.0","9,037.1","8,852.0","11.11M","1.04%"
"03/11/2020","8,870.5","8,814.9","8,926.0","8,796.4","13.99M","0.63%"
"02/11/2020","8,814.9","8,740.8","8,814.9","8,666.8","6.61M","0.85%"
"30/10/2020","8,740.8","8,740.8","8,740.8","8,481.6","16.33M","1.29%"
"29/10/2020","8,629.7","8,592.7","8,777.9","8,518.6","16.32M","0.43%"
"28/10/2020","8,592.7","8,963.1","9,055.7","8,592.7","25.89M","-4.72%"
"27/10/2020","9,018.6","9,074.2","9,222.3","9,000.1","27.52M","0.21%"
"26/10/2020","9,000.1","9,518.6","9,629.7","9,000.1","26.78M","-5.45%"
"23/10/2020","9,518.6","9,481.6","9,518.6","9,352.0","19.51M","0.39%"
"22/10/2020","9,481.6","9,370.5","9,481.6","9,259.4","23.07M","1.99%"
"21/10/2020","9,296.4","9,259.4","9,740.9","9,166.8","43.36M","1.21%"
"20/10/2020","9,185.3","8,963.1","9,240.8","8,926.0","35.04M","1.43%"
"19/10/2020","9,055.7","9,185.3","9,203.8","9,018.6","19.22M","-0.61%"
"16/10/2020","9,111.2","8,907.5","9,277.9","8,852.0","31.23M","2.29%"
"15/10/2020","8,907.5","8,944.5","8,963.1","8,814.9","22.56M","0.21%"
"14/10/2020","8,889.0","8,703.8","8,944.5","8,666.8","27.45M","2.56%"
"13/10/2020","8,666.8","8,666.8","8,722.3","8,611.2","7.13M","0.00%"
"12/10/2020","8,666.8","8,777.9","8,833.4","8,592.7","9.64M","0.00%"
"09/10/2020","8,666.8","8,685.3","8,740.8","8,592.7","9.44M","-0.21%"
"08/10/2020","8,685.3","8,796.4","8,852.0","8,592.7","20.56M","-1.26%"
"07/10/2020","8,796.4","8,944.5","8,963.1","8,796.4","16.92M","-1.66%"
"06/10/2020","8,944.5","9,018.6","9,037.1","8,870.5","16.57M","-0.21%"
"05/10/2020","8,963.1","8,926.0","9,018.6","8,852.0","19.05M","2.33%"
"02/10/2020","8,759.4","8,944.5","8,963.1","8,611.2","21.11M","-1.87%"
"01/10/2020","8,926.0","8,852.0","9,000.1","8,796.4","14.26M","1.47%"
"30/09/2020","8,796.4","8,777.9","8,814.9","8,685.3","14.07M","0.00%"
"29/09/2020","8,796.4","8,889.0","9,074.2","8,777.9","31.27M","-0.21%"
"28/09/2020","8,814.9","8,629.7","8,852.0","8,629.7","22.92M","2.15%"
"25/09/2020","8,629.7","8,703.8","8,703.8","8,574.2","8.60M","-0.64%"
"24/09/2020","8,685.3","8,740.8","8,814.9","8,648.2","10.91M","-1.47%"
"23/09/2020","8,814.9","8,685.3","8,852.0","8,648.2","23.49M","1.71%"
"22/09/2020","8,666.8","8,555.7","8,703.8","8,555.7","8.65M","0.22%"
"21/09/2020","8,648.2","8,703.8","8,740.8","8,611.2","11.87M","0.43%"
"18/09/2020","8,611.2","8,481.6","8,611.2","8,481.6","9.49M","1.75%"
"17/09/2020","8,463.1","8,500.1","8,629.7","8,463.1","9.45M","-0.65%"
"16/09/2020","8,518.6","8,518.6","8,555.7","8,481.6","7.19M","-0.22%"
"15/09/2020","8,537.1","8,592.7","8,611.2","8,518.6","11.16M","-0.65%"
"14/09/2020","8,592.7","8,481.6","8,666.8","8,481.6","8.83M","1.53%"
"11/09/2020","8,463.1","8,407.5","8,500.1","8,370.5","6.69M","0.22%"
"10/09/2020","8,444.5","8,500.1","8,537.1","8,444.5","9.40M","-0.22%"
"09/09/2020","8,463.1","8,333.4","8,518.6","8,314.9","13.34M","-0.22%"
"08/09/2020","8,481.6","8,370.5","8,518.6","8,333.4","12.83M","1.78%"
"07/09/2020","8,333.4","8,759.4","8,759.4","8,333.4","15.91M","-4.05%"
"04/09/2020","8,685.3","8,592.7","8,777.9","8,574.2","11.09M","-1.05%"
"03/09/2020","8,777.9","8,759.4","8,852.0","8,648.2","11.46M","1.28%"
"01/09/2020","8,666.8","8,629.7","8,703.8","8,444.5","14.09M","0.22%"
"31/08/2020","8,648.2","8,814.9","8,870.5","8,611.2","9.09M","-1.06%"
"28/08/2020","8,740.8","8,629.7","8,870.5","8,555.7","19.08M","2.16%"
"27/08/2020","8,555.7","8,481.6","8,574.2","8,444.5","10.52M","0.87%"
"26/08/2020","8,481.6","8,463.1","8,592.7","8,444.5","12.01M","-0.43%"
"25/08/2020","8,518.6","8,629.7","8,722.3","8,463.1","16.96M","-0.86%"
"24/08/2020","8,592.7","8,277.9","8,592.7","8,259.4","19.49M","5.94%"
"21/08/2020","8,111.2","7,981.6","8,129.7","7,926.0","16.51M","2.58%"
"20/08/2020","7,907.5","7,926.0","8,018.6","7,889.0","9.63M","-0.23%"
"19/08/2020","7,926.0","7,889.0","7,981.6","7,889.0","4.52M","0.47%"
"18/08/2020","7,889.0","7,926.0","7,981.6","7,889.0","5.25M","0.00%"
"17/08/2020","7,889.0","7,851.9","7,963.1","7,796.4","7.08M","-0.47%"
"14/08/2020","7,926.0","8,055.6","8,111.2","7,889.0","9.50M","-1.61%"
"13/08/2020","8,055.6","8,074.2","8,129.7","8,037.1","6.30M","0.23%"
"12/08/2020","8,037.1","8,000.1","8,055.6","7,944.5","10.04M","1.17%"
"11/08/2020","7,944.5","7,981.6","8,000.1","7,889.0","5.50M","0.47%"
"10/08/2020","7,907.5","7,963.1","8,037.1","7,907.5","9.15M","0.47%"
"07/08/2020","7,870.5","7,944.5","7,963.1","7,833.4","6.40M","-0.47%"
"06/08/2020","7,907.5","8,000.1","8,037.1","7,851.9","8.22M","-0.70%"
"05/08/2020","7,963.1","7,814.9","7,963.1","7,740.8","9.08M","1.90%"
"04/08/2020","7,814.9","7,851.9","8,000.1","7,759.3","9.31M","0.72%"
"03/08/2020","7,759.3","7,481.6","7,759.3","7,444.5","7.64M","3.71%"
"31/07/2020","7,481.6","7,370.5","7,574.2","7,296.4","6.70M","-0.49%"
"30/07/2020","7,518.6","7,481.6","7,666.8","7,407.5","6.22M","1.75%"
"29/07/2020","7,389.0","7,426.0","7,500.1","7,185.3","9.31M","-3.62%"
"28/07/2020","7,666.8","7,481.6","7,666.8","7,314.9","12.79M","4.81%"
"27/07/2020","7,314.9","7,407.5","7,759.3","7,314.9","17.46M","-6.84%"
"24/07/2020","7,851.9","8,277.9","8,296.4","7,759.3","18.38M","-5.78%"
"23/07/2020","8,333.4","8,296.4","8,333.4","8,185.3","6.43M","0.22%"
"22/07/2020","8,314.9","8,444.5","8,481.6","8,277.9","5.99M","-1.32%"
"21/07/2020","8,426.0","8,407.5","8,463.1","8,333.4","4.92M","0.22%"
"20/07/2020","8,407.5","8,592.7","8,629.7","8,407.5","7.94M","-1.52%"
"17/07/2020","8,537.1","8,333.4","8,592.7","8,314.9","13.73M","1.99%"
"16/07/2020","8,370.5","8,333.4","8,370.5","8,296.4","5.25M","0.45%"
"15/07/2020","8,333.4","8,351.9","8,444.5","8,333.4","5.95M","1.35%"
"14/07/2020","8,222.3","8,166.8","8,296.4","8,111.2","9.28M","-0.67%"
"13/07/2020","8,277.9","8,481.6","8,500.1","8,222.3","6.92M","-1.32%"
"10/07/2020","8,389.0","8,407.5","8,537.1","8,351.9","6.05M","-0.88%"
"09/07/2020","8,463.1","8,166.8","8,500.1","8,166.8","12.96M","4.34%"
"08/07/2020","8,111.2","8,037.1","8,129.7","7,963.1","4.51M","0.92%"
"07/07/2020","8,037.1","8,185.3","8,259.4","8,018.6","5.48M","-1.36%"
"06/07/2020","8,148.2","7,926.0","8,185.3","7,889.0","5.50M","3.29%"
"03/07/2020","7,889.0","7,870.5","7,963.1","7,870.5","2.53M","-0.70%"
"02/07/2020","7,944.5","7,963.1","8,037.1","7,851.9","4.49M","-0.69%"
"01/07/2020","8,000.1","7,685.3","8,000.1","7,518.6","6.08M","5.62%"
"30/06/2020","7,574.2","7,926.0","7,926.0","7,500.1","8.09M","-2.62%"
"29/06/2020","7,777.9","8,037.1","8,037.1","7,722.3","11.83M","-4.54%"
"26/06/2020","8,148.2","8,277.9","8,296.4","8,074.2","3.92M","0.00%"
"25/06/2020","8,148.2","8,074.2","8,259.4","8,074.2","6.22M","-1.35%"
"24/06/2020","8,259.4","8,407.5","8,444.5","8,222.3","6.81M","-1.98%"
"23/06/2020","8,426.0","8,407.5","8,463.1","8,296.4","5.49M","0.22%"
"22/06/2020","8,407.5","8,518.6","8,518.6","8,333.4","5.59M","-0.44%"
"19/06/2020","8,444.5","8,296.4","8,463.1","8,277.9","6.62M","2.24%"
"18/06/2020","8,259.4","8,222.3","8,351.9","8,185.3","4.12M","-0.22%"
"17/06/2020","8,277.9","8,259.4","8,351.9","8,148.2","7.52M","0.68%"
"16/06/2020","8,222.3","8,259.4","8,333.4","8,111.2","8.36M","2.78%"
"15/06/2020","8,000.1","8,555.7","8,555.7","8,000.1","15.70M","-6.49%"
"12/06/2020","8,555.7","8,185.3","8,629.7","8,185.3","16.34M","0.00%"
"11/06/2020","8,555.7","9,000.1","9,000.1","8,555.7","21.32M","-4.35%"
"10/06/2020","8,944.5","8,889.0","9,074.2","8,703.8","15.12M","0.21%"
"09/06/2020","8,926.0","9,055.7","9,055.7","8,889.0","13.25M","-1.43%"
"08/06/2020","9,055.7","9,203.8","9,259.4","9,037.1","21.76M","-0.20%"
"05/06/2020","9,074.2","8,852.0","9,074.2","8,814.9","14.87M","2.08%"
"04/06/2020","8,889.0","9,074.2","9,111.2","8,870.5","16.11M","-1.23%"
"03/06/2020","9,000.1","8,944.5","9,037.1","8,870.5","10.59M","0.83%"
"02/06/2020","8,926.0","9,203.8","9,203.8","8,870.5","16.14M","-1.83%"
"01/06/2020","9,092.7","8,796.4","9,092.7","8,666.8","24.16M","5.14%"
"29/05/2020","8,648.2","8,555.7","8,666.8","8,500.1","9.98M","1.08%"
"28/05/2020","8,555.7","8,555.7","8,703.8","8,426.0","17.43M","0.44%"
"27/05/2020","8,518.6","9,000.1","9,055.7","8,518.6","21.38M","-4.76%"
"26/05/2020","8,944.5","9,000.1","9,166.8","8,907.5","13.65M","0.62%"
"25/05/2020","8,889.0","8,889.0","8,981.6","8,740.8","13.97M","-0.62%"
"22/05/2020","8,944.5","9,148.3","9,166.8","8,926.0","13.07M","-2.23%"
"21/05/2020","9,148.3","9,074.2","9,166.8","8,944.5","18.07M","0.41%"
"20/05/2020","9,111.2","9,074.2","9,222.3","9,055.7","12.95M","-1.60%"
"19/05/2020","9,259.4","9,629.7","9,629.7","9,240.8","19.61M","-0.40%"
"18/05/2020","9,296.4","8,814.9","9,296.4","8,759.4","31.71M","5.24%"
"15/05/2020","8,833.4","8,796.4","8,870.5","8,685.3","13.67M","0.84%"
"14/05/2020","8,759.4","8,777.9","8,852.0","8,648.2","13.65M","-1.05%"
"13/05/2020","8,852.0","8,777.9","8,963.1","8,537.1","19.73M","-0.62%"
"12/05/2020","8,907.5","8,963.1","8,963.1","8,648.2","18.45M","-0.21%"
"11/05/2020","8,926.0","8,592.7","8,944.5","8,592.7","22.97M","5.70%"
"08/05/2020","8,444.5","7,963.1","8,463.1","7,963.1","39.75M","6.54%"
"07/05/2020","7,926.0","7,703.8","7,926.0","7,703.8","9.12M","2.64%"
"06/05/2020","7,722.3","7,537.1","7,722.3","7,518.6","7.16M","2.46%"
"05/05/2020","7,537.1","7,500.1","7,574.2","7,407.5","6.27M","1.50%"
"04/05/2020","7,426.0","7,240.8","7,555.6","7,222.3","9.79M","-2.20%"
"29/04/2020","7,592.7","7,777.9","7,814.9","7,592.7","12.61M","-2.38%"
"28/04/2020","7,777.9","7,740.8","7,926.0","7,592.7","6.63M","0.00%"
"27/04/2020","7,777.9","8,111.2","8,111.2","7,759.3","24.11M","2.44%"
"24/04/2020","7,592.7","7,370.5","7,592.7","7,240.8","9.08M","3.01%"
"23/04/2020","7,370.5","7,666.8","7,666.8","7,370.5","10.10M","-1.48%"
"22/04/2020","7,481.6","7,037.1","7,722.3","7,037.1","15.60M","3.33%"
"21/04/2020","7,240.8","7,592.7","7,740.8","7,240.8","15.26M","-6.91%"
"20/04/2020","7,777.9","8,037.1","8,037.1","7,703.8","9.08M","-2.10%"
"17/04/2020","7,944.5","8,148.2","8,222.3","7,833.4","13.53M","-1.38%"
"16/04/2020","8,055.6","7,796.4","8,055.6","7,777.9","10.20M","0.00%"
"15/04/2020","8,055.6","8,055.6","8,370.5","7,963.1","13.49M","2.11%"
"14/04/2020","7,889.0","7,814.9","7,889.0","7,481.6","21.89M","6.77%"
"13/04/2020","7,389.0","7,055.6","7,389.0","7,037.1","12.45M","6.97%"
"10/04/2020","6,907.5","6,889.0","6,963.0","6,740.8","9.18M","-0.80%"
"09/04/2020","6,963.0","7,000.1","7,148.2","6,944.5","16.14M","-0.53%"
"08/04/2020","7,000.1","7,037.1","7,092.7","6,889.0","10.09M","-2.83%"
"07/04/2020","7,203.8","7,037.1","7,203.8","6,907.5","11.63M","3.73%"
"06/04/2020","6,944.5","6,666.7","6,944.5","6,629.7","14.21M","6.84%"
"03/04/2020","6,500.1","6,389.0","6,611.2","6,370.4","8.74M","1.74%"
"01/04/2020","6,389.0","6,277.8","6,481.6","5,926.0","9.95M","1.77%"
"31/03/2020","6,277.8","6,740.8","6,833.4","6,277.8","12.15M","-6.87%"
"30/03/2020","6,740.8","6,740.8","6,814.9","6,740.8","2.30M","-6.91%"
"27/03/2020","7,240.8","7,259.3","7,277.9","6,963.0","12.90M","-0.25%"
"26/03/2020","7,259.3","7,407.5","7,463.0","7,185.3","8.15M","-3.45%"
"25/03/2020","7,518.6","7,555.6","7,592.7","7,296.4","7.49M","4.10%"
"24/03/2020","7,222.3","7,259.3","7,463.0","6,889.0","13.73M","-0.51%"
"23/03/2020","7,259.3","7,481.6","7,481.6","7,259.3","9.44M","-6.89%"
"20/03/2020","7,796.4","7,703.8","7,907.5","7,629.7","7.66M","1.20%"
"19/03/2020","7,703.8","7,777.9","7,777.9","7,444.5","10.33M","-3.48%"
"18/03/2020","7,981.6","7,963.1","8,092.7","7,740.8","8.81M","0.23%"
"17/03/2020","7,963.1","7,259.3","8,037.1","7,222.3","16.85M","2.63%"
"16/03/2020","7,759.3","8,222.3","8,240.8","7,759.3","13.60M","-6.89%"
"13/03/2020","8,333.4","7,777.9","8,537.1","7,777.9","14.47M","-0.22%"
"12/03/2020","8,351.9","8,370.5","8,629.7","8,351.9","8.33M","-6.82%"
"11/03/2020","8,963.1","9,629.7","9,777.9","8,963.1","17.44M","-6.92%"
"10/03/2020","9,629.7","9,481.6","9,814.9","9,092.7","12.59M","1.56%"
"09/03/2020","9,481.6","9,481.6","9,722.3","9,481.6","10.40M","-6.91%"
"06/03/2020","10,185.3","10,148.3","10,259.4","10,074.2","5.81M","-1.26%"
"05/03/2020","10,314.9","10,185.3","10,537.2","10,074.2","13.46M","2.58%"
"04/03/2020","10,055.7","9,981.6","10,111.2","9,833.4","8.07M","0.00%"
"03/03/2020","10,055.7","10,185.3","10,222.3","10,037.2","6.58M","0.93%"
"02/03/2020","9,963.1","10,037.2","10,111.2","9,926.0","8.44M","-1.10%"
"28/02/2020","10,074.2","10,277.9","10,352.0","9,926.0","13.48M","-4.06%"
"27/02/2020","10,500.1","10,370.5","10,574.2","10,314.9","7.84M","0.18%"
"26/02/2020","10,481.6","10,296.4","10,703.8","10,259.4","11.19M","0.00%"
"25/02/2020","10,481.6","9,703.8","10,481.6","9,703.8","16.32M","5.60%"
"24/02/2020","9,926.0","10,370.5","10,481.6","9,926.0","21.82M","-6.94%"
"21/02/2020","10,666.8","10,555.7","10,852.0","10,444.6","12.84M","0.88%"
"20/02/2020","10,574.2","10,426.0","10,574.2","10,352.0","10.77M","2.70%"
"19/02/2020","10,296.4","10,222.3","10,333.5","10,185.3","8.17M","1.46%"
"18/02/2020","10,148.3","10,000.1","10,222.3","9,963.1","7.18M","1.11%"
"17/02/2020","10,037.2","10,037.2","10,111.2","9,907.5","7.56M","-0.18%"
"14/02/2020","10,055.7","10,000.1","10,185.3","9,852.0","15.54M","2.07%"
"13/02/2020","9,852.0","9,500.1","9,852.0","9,389.0","10.05M","2.90%"
"12/02/2020","9,574.2","9,592.7","9,944.6","9,518.6","16.66M","1.77%"
"11/02/2020","9,407.5","9,111.2","9,407.5","9,092.7","13.38M","3.25%"
"10/02/2020","9,111.2","9,185.3","9,370.5","9,111.2","13.04M","-2.96%"
"07/02/2020","9,389.0","9,296.4","9,500.1","9,222.3","16.04M","-0.59%"
"06/02/2020","9,444.6","8,889.0","9,444.6","8,722.3","22.86M","5.59%"
"05/02/2020","8,944.5","8,833.4","9,111.2","8,796.4","17.28M","2.98%"
"04/02/2020","8,685.3","8,407.5","8,685.3","8,333.4","12.33M","3.76%"
"03/02/2020","8,370.5","8,018.6","8,685.3","7,870.5","12.24M","0.67%"
"31/01/2020","8,314.9","8,333.4","8,555.7","8,314.9","12.59M","-1.10%"
"30/01/2020","8,407.5","8,518.6","8,666.8","8,277.9","11.55M","-3.81%"
"22/01/2020","8,740.8","8,703.8","8,814.9","8,555.7","7.37M","0.21%"
"21/01/2020","8,722.3","8,407.5","8,740.8","8,370.5","14.44M","4.67%"
"20/01/2020","8,333.4","8,074.2","8,333.4","8,055.6","6.69M","2.74%"
"17/01/2020","8,111.2","8,129.7","8,203.8","8,037.1","6.45M","0.23%"
"16/01/2020","8,092.7","8,037.1","8,129.7","8,018.6","7.60M","0.92%"
"15/01/2020","8,018.6","7,833.4","8,037.1","7,833.4","5.47M","2.36%"
"14/01/2020","7,833.4","7,666.8","7,889.0","7,648.2","5.53M","2.67%"
"13/01/2020","7,629.7","7,777.9","7,833.4","7,629.7","3.45M","-2.14%"
"10/01/2020","7,796.4","7,685.3","7,889.0","7,685.3","8.38M","1.45%"
"09/01/2020","7,685.3","7,518.6","7,703.8","7,500.1","9.12M","3.23%"
"08/01/2020","7,444.5","7,463.0","7,537.1","7,370.5","6.53M","-1.23%"
"07/01/2020","7,537.1","7,407.5","7,537.1","7,407.5","3.51M","2.00%"
"06/01/2020","7,389.0","7,463.0","7,537.1","7,389.0","4.47M","-2.20%"
"03/01/2020","7,555.6","7,629.7","7,759.3","7,537.1","3.82M","-0.73%"
"02/01/2020","7,611.2","7,426.0","7,666.8","7,426.0","4.65M","2.75%"